Rd,Pick,School,Pos,B/T,Class,TeamId,TeamNm,FirstNm,LastNm,FullNm,BonusType,BonusAmount,Year
15,448,Cisco JC (TX),P,R/R,JC J2,136.0,Seattle Mariners, Matthew,Willrodt, Matthew Willrodt,SignedBonus,175000.0,2018
16,478,South Granville HS (NC),P,L/L,HS SR,136.0,Seattle Mariners, Holden,Laws, Holden Laws,SignedBonus,200000.0,2018
17,508,UNC Greensboro (NC),SS,R/R,4YR JR,136.0,Seattle Mariners, Cesar,Trejo, Cesar Trejo,SignedBonus,100000.0,2018
18,538,Harvard (MA),P,R/R,4YR SR,136.0,Seattle Mariners, Noah,Zavolas, Noah Zavolas,SignedBonus,5000.0,2018
19,568,San Diego State (CA),C,R/R,4YR JR,136.0,Seattle Mariners, Dean,Nevarez, Dean Nevarez,SignedBonus,50000.0,2018
20,598,University of West Alabama (AL),P,R/R,4YR JR,136.0,Seattle Mariners, J.T.,Salter, J.T. Salter,SignedBonus,75000.0,2018
21,628,McNeese State (LA),P,R/R,4YR JR,136.0,Seattle Mariners, Grant,Anderson, Grant Anderson,SignedBonus,50000.0,2018
22,658,UNLV (NV),SS,R/R,4YR SR,136.0,Seattle Mariners, Nick,Rodriguez, Nick Rodriguez,SignedBonus,5000.0,2018
23,688,Seton Hall (NJ),LF,L/L,4YR SR,136.0,Seattle Mariners, Ryan,Ramiz, Ryan Ramiz,SignedBonus,5000.0,2018
24,718,Stetson University (FL),P,R/L,4YR SR,136.0,Seattle Mariners, Benjamin,Onyshko, Benjamin Onyshko,SignedBonus,5000.0,2018
25,748,Southern Illinois University Carbondale (IL),SS,R/R,4YR 5S,136.0,Seattle Mariners, Connor,Kopach, Connor Kopach,SignedBonus,5000.0,2018
26,778,Oral Roberts (OK),IF,S/R,4YR JR,136.0,Seattle Mariners, Cal,Hernandez, Cal Hernandez,SignedBonus,0.0,2018
27,808,Shippensburg University (PA),2B,L/R,4YR JR,136.0,Seattle Mariners, Cash,Gladfelter, Cash Gladfelter,SignedBonus,0.0,2018
28,838,Stanford (CA),2B,R/R,4YR SR,136.0,Seattle Mariners, Beau,Branton, Beau Branton,SignedBonus,5000.0,2018
29,868,SUNY Stony Brook (NY),IF,L/R,4YR SR,136.0,Seattle Mariners, Bobby,Honeyman, Bobby Honeyman,SignedBonus,0.0,2018
30,898,Rice (TX),OF,L/L,4YR JR,136.0,Seattle Mariners, Cody,Staab, Cody Staab,SignedBonus,0.0,2018
1,19,Sandra Day O'Connor HS (AZ),3B,L/R,HS SR,138.0,St. Louis Cardinals, Nolan,Gorman, Nolan Gorman,SignedBonus,3230000.0,2018
CBA,43,Wake Forest (NC),P,R/R,4YR JR,138.0,St. Louis Cardinals, Griffin,Roberts, Griffin Roberts,SignedBonus,1660000.0,2018
2C,75,TCU (TX),1B,R/R,4YR JR,138.0,St. Louis Cardinals, Luken,Baker, Luken Baker,SignedBonus,800000.0,2018
3,95,Timber Creek HS (TX),IF,R/R,HS SR,138.0,St. Louis Cardinals, Mateo,Gil, Mateo Gil,SignedBonus,900000.0,2018
4,123,Texas Tech (TX),P,R/L,4YR JR,138.0,St. Louis Cardinals, Steven,Gingery, Steven Gingery,SignedBonus,825000.0,2018
5,153,Maryland (MD),2B,L/R,4YR JR,138.0,St. Louis Cardinals, Nick,Dunn, Nick Dunn,SignedBonus,310000.0,2018
6,183,Fresno State (CA),P,R/R,4YR JR,138.0,St. Louis Cardinals, Edgar,Gonzalez, Edgar Gonzalez,SignedBonus,255900.0,2018
7,213,University of South Alabama (AL),3B,L/R,4YR JR,138.0,St. Louis Cardinals, Brendan,Donovan, Brendan Donovan,SignedBonus,200300.0,2018
8,243,USC (CA),LF,L/R,4YR JR,138.0,St. Louis Cardinals, Lars,Nootbaar, Lars Nootbaar,SignedBonus,150000.0,2018
9,273,Dallas Baptist (TX),C,L/R,4YR SR,138.0,St. Louis Cardinals, Matt,Duce, Matt Duce,SignedBonus,5000.0,2018
10,303,Coastal Carolina (SC),1B,R/R,4YR SR,138.0,St. Louis Cardinals, Kevin,Woodall, Kevin Woodall,SignedBonus,5000.0,2018
11,333,East Carolina (NC),P,R/R,4YR JR,138.0,St. Louis Cardinals, Chris,Holba, Chris Holba,SignedBonus,125000.0,2018
12,363,Monroe College (NY),P,R/R,JC J1,138.0,St. Louis Cardinals, Francisco,Justo, Francisco Justo,SignedBonus,125000.0,2018
13,393,Appalachian State (NC),P,L/L,4YR JR,138.0,St. Louis Cardinals, Colin,Schmid, Colin Schmid,SignedBonus,125000.0,2018
14,423,North Carolina (NC),CF,L/R,4YR JR,138.0,St. Louis Cardinals, Brandon,Riley, Brandon Riley,SignedBonus,125000.0,2018
15,453,Central Michigan (MI),P,R/R,4YR JR,138.0,St. Louis Cardinals, Michael,Brettell, Michael Brettell,SignedBonus,125000.0,2018
16,483,College of Charleston (SC),P,L/L,4YR JR,138.0,St. Louis Cardinals, Evan,Sisk, Evan Sisk,SignedBonus,100000.0,2018
17,513,Colorado Mesa University (CO),P,S/R,4YR JR,138.0,St. Louis Cardinals, Kyle,Leahy, Kyle Leahy,SignedBonus,75000.0,2018
18,543,University of Tampa (FL),P,R/R,4YR JR,138.0,St. Louis Cardinals, Cole,Aker, Cole Aker,SignedBonus,75000.0,2018
19,573,St. John's (NY),2B,R/R,4YR JR,138.0,St. Louis Cardinals, Josh,Shaw, Josh Shaw,SignedBonus,90000.0,2018
20,603,Oregon (OR),P,R/R,4YR JR,138.0,St. Louis Cardinals, Parker,Kelly, Parker Kelly,SignedBonus,75000.0,2018
21,633,University of San Francisco (CA),SS,R/R,4YR SR,138.0,St. Louis Cardinals, Michael,Perri, Michael Perri,SignedBonus,3000.0,2018
22,663,International Baseball Academy (PR),SS,R/R,HS SR,138.0,St. Louis Cardinals, Kevin,Vargas, Kevin Vargas,SignedBonus,0.0,2018
23,693,Southern Illinois University Carbondale (IL),P,R/R,4YR SR,138.0,St. Louis Cardinals, Michael,Baird, Michael Baird,SignedBonus,3000.0,2018
24,723,Kent State (OH),P,L/L,4YR SR,138.0,St. Louis Cardinals, Eli,Kraus, Eli Kraus,SignedBonus,0.0,2018
25,753,Baylor (TX),P,R/R,4YR SR,138.0,St. Louis Cardinals, Troy,Montemayor, Troy Montemayor,SignedBonus,0.0,2018
26,783,Virginia Tech (VA),P,R/R,4YR JR,138.0,St. Louis Cardinals, Connor,Coward, Connor Coward,SignedBonus,0.0,2018
27,813,Seton Hill University (PA),P,R/R,4YR SR,138.0,St. Louis Cardinals, Perry,DellaValle, Perry DellaValle,SignedBonus,0.0,2018
28,843,Cal State Northridge (CA),RF,L/L,4YR SR,138.0,St. Louis Cardinals, Justin,Toerner, Justin Toerner,SignedBonus,0.0,2018
29,873,San Jacinto College North (TX),CF,R/R,JC J1,138.0,St. Louis Cardinals, Alerick,Soularie, Alerick Soularie,SignedBonus,0.0,2018
1,16,Mountain Ridge HS (AZ),P,L/L,HS SR,139.0,Tampa Bay Rays, Matthew,Liberatore, Matthew Liberatore,SignedBonus,3500000.0,2018
1C,31,South Florida (FL),P,L/L,4YR JR,139.0,Tampa Bay Rays, Shane,McClanahan, Shane McClanahan,SignedBonus,2230000.0,2018
1C,32,Roncalli HS (IN),OF,L/R,HS SR,139.0,Tampa Bay Rays, Nick,Schnell, Nick Schnell,SignedBonus,2300000.0,2018
2,56,Florida Atlantic (FL),2B,R/R,4YR JR,139.0,Tampa Bay Rays, Tyler,Frank, Tyler Frank,SignedBonus,997500.0,2018
CBB,71,California (CA),OF,S/R,4YR JR,139.0,Tampa Bay Rays, Tanner,Dodson, Tanner Dodson,SignedBonus,772500.0,2018
3,92,Rice (TX),SS,L/R,4YR JR,139.0,Tampa Bay Rays, Ford,Proctor, Ford Proctor,SignedBonus,572500.0,2018
4,120,Tulane (LA),CF,L/L,4YR JR,139.0,Tampa Bay Rays, Grant,Witherspoon, Grant Witherspoon,SignedBonus,457700.0,2018
5,150,Redan HS (GA),P,R/R,HS SR,139.0,Tampa Bay Rays, Taj,Bradley, Taj Bradley,SignedBonus,747500.0,2018
6,180,St. Louis University (MO),P,R/R,4YR JR,139.0,Tampa Bay Rays, Miller,Hogan, Miller Hogan,SignedBonus,222500.0,2018
7,210,California State University Stanislaus (CA),P,R/R,4YR SR,139.0,Tampa Bay Rays, Joe,Ryan, Joe Ryan,SignedBonus,147500.0,2018
8,240,Cisco Junior College (TX),C,L/R,JC J2,139.0,Tampa Bay Rays, Michael,Berglund, Michael Berglund,SignedBonus,147500.0,2018
9,270,University of Louisiana - Lafayette (LA),P,R/R,4YR JR,139.0,Tampa Bay Rays, Nick,Lee, Nick Lee,SignedBonus,145300.0,2018
10,300,UNLV (NV),P,R/R,4YR SR,139.0,Tampa Bay Rays, Alan,Strong, Alan Strong,SignedBonus,7500.0,2018
11,330,Purdue (IN),1B,R/R,4YR JR,139.0,Tampa Bay Rays, Jacson,McGowan, Jacson McGowan,SignedBonus,125000.0,2018
12,360,Puerto Rico Baseball Academy (PR),C,R/R,HS SR,139.0,Tampa Bay Rays, Kevin,Melendez, Kevin Melendez,SignedBonus,125000.0,2018
13,390,Houston (TX),P,L/L,4YR JR,139.0,Tampa Bay Rays, Trey,Cumbie, Trey Cumbie,SignedBonus,125000.0,2018
14,420,Jacksonville University (FL),P,R/R,4YR JR,139.0,Tampa Bay Rays, Christopher,Gau, Christopher Gau,SignedBonus,125000.0,2018
15,450,University of San Diego (CA),P,L/L,4YR JR,139.0,Tampa Bay Rays, Nick,Sprengel, Nick Sprengel,SignedBonus,125000.0,2018
16,480,Southeastern University (FL),OF,L/R,4YR JR,139.0,Tampa Bay Rays, Marvin,Malone, Marvin Malone,SignedBonus,25000.0,2018
17,510,California Baptist University (CA),P,R/R,4YR JR,139.0,Tampa Bay Rays, Justin,Montgomery, Justin Montgomery,SignedBonus,100000.0,2018
18,540,Boston College (MA),IF,S/R,4YR SR,139.0,Tampa Bay Rays, Jake,Palomaki, Jake Palomaki,SignedBonus,4000.0,2018
19,570,Harvard (MA),P,R/R,4YR JR,139.0,Tampa Bay Rays, Simon,Rosenblum-Larson, Simon Rosenblum-Larson,SignedBonus,85000.0,2018
20,600,Texas Wesleyan (TX),P,L/R,4YR SR,139.0,Tampa Bay Rays, Stephen,Yancey, Stephen Yancey,SignedBonus,3000.0,2018
21,630,Montverde Academy (FL),P,R/R,HS SR,139.0,Tampa Bay Rays, Kerry,Wright, Kerry Wright,SignedBonus,0.0,2018
22,660,Duke (NC),P,R/R,4YR SR,139.0,Tampa Bay Rays, Jack,Labosky, Jack Labosky,SignedBonus,1000.0,2018
23,690,Fresno CC (CA),P,R/R,JC J1,139.0,Tampa Bay Rays, Daiveyon,Whittle, Daiveyon Whittle,SignedBonus,100000.0,2018
24,720,South Mountain CC (AZ),P,R/R,JC J2,139.0,Tampa Bay Rays, Keegan,McCarville, Keegan McCarville,SignedBonus,0.0,2018
25,750,Pepperdine University (CA),OF,L/R,4YR JR,139.0,Tampa Bay Rays, Jordan,Qsar, Jordan Qsar,SignedBonus,15000.0,2018
26,780,University of West Alabama (AL),P,L/L,4YR JR,139.0,Tampa Bay Rays, Steffon,Moore, Steffon Moore,SignedBonus,60000.0,2018
27,810,University of Wisconsin - Whitewater (WI),P,L/R,4YR SR,139.0,Tampa Bay Rays, Heath,Renz, Heath Renz,SignedBonus,2000.0,2018
1,15,Orange Lutheran HS (CA),P,R/R,HS SR,140.0,Texas Rangers, Cole,Winn, Cole Winn,SignedBonus,3150000.0,2018
2,55,Jesse Carson HS (NC),P,R/R,HS SR,140.0,Texas Rangers, Owen,White, Owen White,SignedBonus,1500000.0,2018
3,91,Raymond S. Kellis HS (AZ),3B,R/R,HS SR,140.0,Texas Rangers, Jonathan,Ornelas, Jonathan Ornelas,SignedBonus,622800.0,2018
4,119,Forney HS (TX),P,S/R,HS SR,140.0,Texas Rangers, Mason,Englert, Mason Englert,SignedBonus,1000000.0,2018
5,149,Sandra Day O'Connor HS (AZ),2B,S/R,HS SR,140.0,Texas Rangers, Jayce,Easley, Jayce Easley,SignedBonus,500000.0,2018
6,179,Iowa Western CC (IA),P,R/R,JC J3,140.0,Texas Rangers, Sean,Chandler, Sean Chandler,SignedBonus,200000.0,2018
7,209,Saint Joseph's (PA),P,L/R,4YR JR,140.0,Texas Rangers, Tim,Brennan, Tim Brennan,SignedBonus,206800.0,2018
8,239,Arkansas (AR),SS,L/R,4YR JR,140.0,Texas Rangers, Jax,Biggers, Jax Biggers,SignedBonus,166400.0,2018
9,269,Wichita State (KS),P,R/R,4YR SR,140.0,Texas Rangers, Chandler,Sanburn, Chandler Sanburn,SignedBonus,15000.0,2018
10,299,Walton HS (NY),P,R/R,HS SR,140.0,Texas Rangers, Leury,Tejada, Leury Tejada,SignedBonus,125000.0,2018
11,329,Seton Hall (NJ),P,R/R,4YR JR,140.0,Texas Rangers, Billy,Layne Jr., Billy Layne Jr.,SignedBonus,0.0,2018
12,359,Scotlandville Magnet HS (LA),P,L/L,HS SR,140.0,Texas Rangers, Destin,Dotson, Destin Dotson,SignedBonus,300000.0,2018
13,389,Aurea E Quiles HS (PR),SS,L/R,HS SR,140.0,Texas Rangers, Kenen,Irizarry, Kenen Irizarry,SignedBonus,125000.0,2018
14,419,Salisbury School (CT),P,L/R,HS SR,140.0,Texas Rangers, Theo,McDowell, Theo McDowell,SignedBonus,140000.0,2018
15,449,Virginia (VA),OF,R/R,4YR JR,140.0,Texas Rangers, Cameron,Simmons, Cameron Simmons,SignedBonus,0.0,2018
16,479,Eagles Landing HS (GA),P,R/R,HS SR,140.0,Texas Rangers, Jonathan,Edwards, Jonathan Edwards,SignedBonus,0.0,2018
17,509,Valparaiso (IN),C,R/R,4YR JR,140.0,Texas Rangers, Scott,Kapers, Scott Kapers,SignedBonus,0.0,2018
18,539,Davenport University (MI),P,L/L,4YR JR,140.0,Texas Rangers, Grant,Wolfram, Grant Wolfram,SignedBonus,85000.0,2018
19,569,Leadership Christian Academy (PR),C,L/R,HS SR,140.0,Texas Rangers, Xavier,Valentin, Xavier Valentin,SignedBonus,165000.0,2018
20,599,Western Michigan (MI),P,R/R,4YR JR,140.0,Texas Rangers, Nic,Laio, Nic Laio,SignedBonus,125000.0,2018
21,629,Parkland College (IL),P,L/L,JC J1,140.0,Texas Rangers, Cody,Hawthorne, Cody Hawthorne,SignedBonus,0.0,2018
22,659,Midland College (TX),SS,S/R,JC J1,140.0,Texas Rangers, Frainyer,Chavez, Frainyer Chavez,SignedBonus,0.0,2018
23,689,Aurora HS (MO),P,R/R,HS SR,140.0,Texas Rangers, Wyatt,Sparks, Wyatt Sparks,SignedBonus,125000.0,2018
24,719,Samford University (AL),2B,L/R,4YR JR,140.0,Texas Rangers, Troy,Dixon, Troy Dixon,SignedBonus,50000.0,2018
25,749,Grand Valley State (MI),P,L/L,4YR JR,140.0,Texas Rangers, Josh,Smith, Josh Smith,SignedBonus,50000.0,2018
26,779,University of Tampa (FL),P,R/R,4YR SR,140.0,Texas Rangers, David,Lebron, David Lebron,SignedBonus,0.0,2018
27,809,Key West HS (FL),P,R/R,HS SR,140.0,Texas Rangers, Antonio,Knowles, Antonio Knowles,SignedBonus,0.0,2018
28,839,Indiana University Kokomo (IN),P,R/R,4YR JR,140.0,Texas Rangers, Renton,Poole, Renton Poole,SignedBonus,25000.0,2018
29,869,Sinclair CC (OH),P,R/R,JC J2,140.0,Texas Rangers, Glen,Richardson, Glen Richardson,SignedBonus,125000.0,2018
30,899,North Iowa Area CC (IA),P,R/R,JC J1,140.0,Texas Rangers, Evan,Reifert, Evan Reifert,SignedBonus,0.0,2018
1,12,Magnolia HS (TX),SS,R/R,HS SR,141.0,Toronto Blue Jays, Jordan,Groshans, Jordan Groshans,SignedBonus,3400000.0,2018
2,52,Duke (NC),RF,L/R,4YR JR,141.0,Toronto Blue Jays, Griffin,Conine, Griffin Conine,SignedBonus,1350000.0,2018
3,88,Magnolia HS (TX),P,R/R,HS SR,141.0,Toronto Blue Jays, Adam,Kloffenstein, Adam Kloffenstein,SignedBonus,2450000.0,2018
4,116,TCU (TX),P,R/R,4YR JR,141.0,Toronto Blue Jays, Sean,Wymer, Sean Wymer,SignedBonus,478600.0,2018
5,146,University of Maine - Orono (ME),C,R/R,4YR SR,141.0,Toronto Blue Jays, Christopher,Bec, Christopher Bec,SignedBonus,5000.0,2018
6,176,C. Leon King HS (FL),SS,L/R,HS SR,141.0,Toronto Blue Jays, Addison,Barger, Addison Barger,SignedBonus,271100.0,2018
7,206,Notre Dame (IN),IF,R/R,4YR JR,141.0,Toronto Blue Jays, Nick,Podkul, Nick Podkul,SignedBonus,175000.0,2018
8,236,Kent State (OH),P,R/R,4YR JR,141.0,Toronto Blue Jays, Joey,Murray, Joey Murray,SignedBonus,169600.0,2018
9,266,Santa Clara University (CA),1B,R/R,4YR SR,141.0,Toronto Blue Jays, Jake,Brodt, Jake Brodt,SignedBonus,5000.0,2018
10,296,Arizona (AZ),CF,L/L,4YR SR,141.0,Toronto Blue Jays, Cal,Stevenson, Cal Stevenson,SignedBonus,5000.0,2018
11,326,Missouri State (MO),CF,L/L,4YR JR,141.0,Toronto Blue Jays, Hunter,Steinmetz, Hunter Steinmetz,SignedBonus,125000.0,2018
12,356,Iowa (IA),P,L/L,4YR JR,141.0,Toronto Blue Jays, Nick,Allgeyer, Nick Allgeyer,SignedBonus,125000.0,2018
13,386,Ohio Dominican University (OH),P,R/R,4YR JR,141.0,Toronto Blue Jays, Brad,Wilson, Brad Wilson,SignedBonus,125000.0,2018
14,416,Wake Forest (NC),3B,R/R,4YR JR,141.0,Toronto Blue Jays, Johnny,Aiello, Johnny Aiello,SignedBonus,125000.0,2018
15,446,University of Northern Colorado (CO),P,R/R,4YR SO,141.0,Toronto Blue Jays, Troy,Watson, Troy Watson,SignedBonus,100000.0,2018
16,476,North Carolina (NC),P,R/R,4YR JR,141.0,Toronto Blue Jays, Josh,Hiatt, Josh Hiatt,SignedBonus,50000.0,2018
17,506,Kent State (OH),P,R/R,4YR JR,141.0,Toronto Blue Jays, Austin,Havekost, Austin Havekost,SignedBonus,100000.0,2018
18,536,Arizona State (AZ),P,R/R,4YR JR,141.0,Toronto Blue Jays, Fitz,Stadler, Fitz Stadler,SignedBonus,100000.0,2018
19,566,Miami Dade CC South (FL),CF,R/R,JC J2,141.0,Toronto Blue Jays, Adrian,Ramos, Adrian Ramos,SignedBonus,125000.0,2018
20,596,Richmond (VA),SS,R/R,4YR SR,141.0,Toronto Blue Jays, Vinny,Capra, Vinny Capra,SignedBonus,1000.0,2018
21,626,Imperial HS (CA),P,L/L,HS SR,141.0,Toronto Blue Jays, Kobby,Lopez, Kobby Lopez,SignedBonus,0.0,2018
22,656,Lewis-Clark State (ID),P,R/R,4YR SR,141.0,Toronto Blue Jays, Gage,Burland, Gage Burland,SignedBonus,1000.0,2018
23,686,Kentucky (KY),C,L/R,4YR 5S,141.0,Toronto Blue Jays, Troy,Squires, Troy Squires,SignedBonus,1000.0,2018
24,716,San Jacinto College North (TX),P,R/R,JC J2,141.0,Toronto Blue Jays, Mike,Pascoe, Mike Pascoe,SignedBonus,100000.0,2018
25,746,Tulane (LA),P,R/R,4YR JR,141.0,Toronto Blue Jays, Will,McAffer, Will McAffer,SignedBonus,0.0,2018
26,776,Auburn (AL),C,R/R,4YR JR,141.0,Toronto Blue Jays, Brett,Wright, Brett Wright,SignedBonus,100000.0,2018
27,806,El Dorado HS (CA),P,R/R,HS SR,141.0,Toronto Blue Jays, Kyle,Luckham, Kyle Luckham,SignedBonus,0.0,2018
28,836,Texas (TX),P,R/R,4YR JR,141.0,Toronto Blue Jays, Andy,McGuire, Andy McGuire,SignedBonus,1000.0,2018
29,866,Central Florida (FL),P,S/R,4YR SR,141.0,Toronto Blue Jays, Cre,Finfrock, Cre Finfrock,SignedBonus,0.0,2018
30,896,Florida State (FL),P,R/R,4YR SR,141.0,Toronto Blue Jays, Cobi,Johnson, Cobi Johnson,SignedBonus,0.0,2018
1,27,Merritt Island HS (FL),P,R/R,HS SR,120.0,Washington Nationals, Mason,Denaburg, Mason Denaburg,SignedBonus,3000000.0,2018
2,65,Connecticut (CT),P,L/L,4YR JR,120.0,Washington Nationals, Tim,Cate, Tim Cate,SignedBonus,986200.0,2018
3,101,Vanderbilt (TN),P,R/R,4YR SO,120.0,Washington Nationals, Reid,Schaller, Reid Schaller,SignedBonus,555100.0,2018
4,131,Oklahoma (OK),P,R/R,4YR JR,120.0,Washington Nationals, Jake,Irvin, Jake Irvin,SignedBonus,550000.0,2018
5,161,Arizona State (AZ),OF,L/R,4YR JR,120.0,Washington Nationals, Gage,Canning, Gage Canning,SignedBonus,308900.0,2018
6,191,Florida State (FL),P,R/R,4YR SR,120.0,Washington Nationals, Andrew,Karp, Andrew Karp,SignedBonus,200000.0,2018
7,221,Vanderbilt (TN),P,R/R,4YR JR,120.0,Washington Nationals, Chandler,Day, Chandler Day,SignedBonus,188300.0,2018
8,251,Iowa (IA),C,R/R,4YR SR,120.0,Washington Nationals, Tyler,Cropley, Tyler Cropley,SignedBonus,10000.0,2018
9,281,Lamar University (TX),P,R/R,4YR SR,120.0,Washington Nationals, Tanner,Driskill, Tanner Driskill,SignedBonus,10000.0,2018
10,311,Arkansas (AR),2B,R/R,4YR SR,120.0,Washington Nationals, Carson,Shaddy, Carson Shaddy,SignedBonus,10000.0,2018
11,341,Miami (FL),P,R/R,4YR JR,120.0,Washington Nationals, Frankie,Bartow, Frankie Bartow,SignedBonus,125000.0,2018
12,371,South Carolina (SC),P,R/R,4YR JR,120.0,Washington Nationals, Graham,Lawson, Graham Lawson,SignedBonus,0.0,2018
13,401,Florida Atlantic (FL),OF,R/R,4YR JR,120.0,Washington Nationals, Cody,Wilson, Cody Wilson,SignedBonus,125000.0,2018
14,431,Houston (TX),P,L/L,4YR SR,120.0,Washington Nationals, Aaron,Fletcher, Aaron Fletcher,SignedBonus,125000.0,2018
15,461,Arkansas (AR),P,L/L,4YR SO,120.0,Washington Nationals, Evan,Lee, Evan Lee,SignedBonus,125000.0,2018
16,491,Oklahoma State (OK),P,L/L,4YR JR,120.0,Washington Nationals, Carson,Teel, Carson Teel,SignedBonus,125000.0,2018
17,521,South Carolina (SC),P,R/R,4YR JR,120.0,Washington Nationals, Ridge,Chapman, Ridge Chapman,SignedBonus,0.0,2018
18,551,Western Kentucky (KY),OF,L/L,4YR JR,120.0,Washington Nationals, Jacob,Rhinesmith, Jacob Rhinesmith,SignedBonus,125000.0,2018
19,581,Tennessee (TN),P,L/R,4YR SO,120.0,Washington Nationals, Zach,Linginfelter, Zach Linginfelter,SignedBonus,0.0,2018
20,611,Broward College (FL),C,R/R,JC J1,120.0,Washington Nationals, Onix,Vega, Onix Vega,SignedBonus,125000.0,2018
21,641,Creighton (NE),P,R/R,4YR 5S,120.0,Washington Nationals, Ryan,Tapani, Ryan Tapani,SignedBonus,10000.0,2018
22,671,Notre Dame (IN),SS,L/R,4YR JR,120.0,Washington Nationals, Cole,Daily, Cole Daily,SignedBonus,0.0,2018
23,701,Linn Benton CC (OR),C,L/R,JC J1,120.0,Washington Nationals, Cole,Hamilton, Cole Hamilton,SignedBonus,0.0,2018
24,731,Cal Poly - San Luis Obispo (CA),SS,L/R,4YR JR,120.0,Washington Nationals, Kyle,Marinconz, Kyle Marinconz,SignedBonus,60000.0,2018
25,761,Mercer (GA),P,L/L,4YR SR,120.0,Washington Nationals, Christian,Vann, Christian Vann,SignedBonus,3000.0,2018
26,791,Shenandoah University (VA),P,R/R,4YR SR,120.0,Washington Nationals, Colin,Morse, Colin Morse,SignedBonus,3000.0,2018
27,821,Azusa Pacific University (CA),OF,R/R,4YR SR,120.0,Washington Nationals, Pablo,O'Connor, Pablo O'Connor,SignedBonus,0.0,2018
28,851,Sam Houston State (TX),1B,L/R,4YR SR,120.0,Washington Nationals, Blake,Chisolm, Blake Chisolm,SignedBonus,0.0,2018
29,881,Pittsburg State University (PA),SS,R/R,4YR SR,120.0,Washington Nationals, Colton,Pogue, Colton Pogue,SignedBonus,0.0,2018
30,911,Wichita State (KS),SS,R/R,4YR SR,120.0,Washington Nationals, Tre,Vickers, Tre Vickers,SignedBonus,0.0,2018
1,25,Beckman HS (CA),SS,R/R,HS SR,109.0,Arizona Diamondbacks, Matt,McLain, Matt McLain,SlottedBonus,2640000.0,2018
CBA,39,Virginia (VA),OF,L/L,4YR JR,109.0,Arizona Diamondbacks, Jake,McCarthy, Jake McCarthy,SlottedBonus,1830000.0,2018
2,63,Mt. Carmel HS (IL),OF,L/L,HS SR,109.0,Arizona Diamondbacks, Alek,Thomas, Alek Thomas,SlottedBonus,1040000.0,2018
3,99,Kansas (KS),P,R/R,4YR JR,109.0,Arizona Diamondbacks, Jackson,Goddard, Jackson Goddard,SlottedBonus,565100.0,2018
4,129,Wright State University (OH),P,R/R,4YR JR,109.0,Arizona Diamondbacks, Ryan,Weiss, Ryan Weiss,SlottedBonus,422100.0,2018
5,159,Oregon (OR),P,R/R,4YR JR,109.0,Arizona Diamondbacks, Matt,Mercer, Matt Mercer,SlottedBonus,314800.0,2018
6,189,Clemson (SC),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Ryan,Miller, Ryan Miller,SlottedBonus,243700.0,2018
7,219,Tennessee Tech (TN),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Travis,Moths, Travis Moths,SlottedBonus,191000.0,2018
8,249,IMG Academy (FL),P,R/R,HS SR,109.0,Arizona Diamondbacks, Levi,Kelly, Levi Kelly,SlottedBonus,158500.0,2018
9,279,Florida State (FL),P,L/L,4YR JR,109.0,Arizona Diamondbacks, Tyler,Holton, Tyler Holton,SlottedBonus,144800.0,2018
10,309,Purdue (IN),C,R/R,4YR JR,109.0,Arizona Diamondbacks, Nick,Dalesandro, Nick Dalesandro,SlottedBonus,137300.0,2018
11,339,IMG Academy (FL),SS,R/R,HS SR,109.0,Arizona Diamondbacks, Blaze,Alexander, Blaze Alexander,SlottedBonus,125000.0,2018
12,369,Kentucky (KY),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Justin,Lewis, Justin Lewis,SlottedBonus,125000.0,2018
13,399,South Carolina (SC),SS,L/R,4YR JR,109.0,Arizona Diamondbacks, L.T.,Tolbert, L.T. Tolbert,SlottedBonus,125000.0,2018
14,429,Southeastern Louisiana University (LA),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Josh,Green, Josh Green,SlottedBonus,125000.0,2018
15,459,Delta State (MS),1B,R/R,4YR SR,109.0,Arizona Diamondbacks, Zack,Shannon, Zack Shannon,SlottedBonus,125000.0,2018
16,489,Indiana State (IN),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Ethan,Larrison, Ethan Larrison,SlottedBonus,125000.0,2018
17,519,University of Arkansas - Little Rock (AR),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Justin,Garcia, Justin Garcia,SlottedBonus,125000.0,2018
18,549,Oral Roberts (OK),P,R/R,4YR SR,109.0,Arizona Diamondbacks, Kyler,Stout, Kyler Stout,SlottedBonus,125000.0,2018
19,579,Missouri (MO),P,R/R,4YR JR,109.0,Arizona Diamondbacks, Andy,Toelken, Andy Toelken,SlottedBonus,125000.0,2018
